-1.9938	0.95534
-2.5926	1.7186
-1.8351	0.57618
-3.2844	0.59606
-2.4166	0.41356
0.34096	0.11243
2.4994	-0.36569
1.3173	1.8676
0.39474	-2.5747
-1.6228	-1.4945
-2.3039	0.87816
-0.94511	0.36415
2.1989	-1.3111
1.0451	0.74885
1.2075	-1.2979
0.0762	-0.89582
0.090456	0.50313
0.27602	-0.14168
1.9772	0.56905
2.567	1.0889
2.5133	1.6173
2.1421	-0.31995
-0.40239	0.8891
-0.31256	-0.76722
1.0969	-1.1232
1.3761	0.49359
-0.29234	0.66384
0.074359	-0.11638
-0.46386	-0.99088
-0.7261	-0.13283
-0.38467	-0.55634
1.3377	-1.1094
-0.23841	1.0338
-1.0637	1.8485
-0.15569	-0.64869
-0.34244	0.84747
0.54095	0.096566
0.5887	2.0835
1.6797	0.83403
1.2082	2.6432
1.2165	-0.63573
0.67648	0.2075
-0.40468	0.16331
-0.24891	-0.30458
0.38849	-0.78895
-0.55013	0.26372
-0.40496	-0.35943
-0.50041	-2.6074
-0.16002	-0.11352
-0.30211	-0.17114
0.88574	0.90465
0.46382	-1.493
0.88329	-2.6669
0.24764	-0.77684
1.062	-0.98269
-0.073809	1.2007
0.73746	0.7308
1.3342	1.508
0.45663	1.9818
0.76374	0.41604
-0.60791	0.74613
0.4339	-1.3593
-0.2285	-1.1069
-0.34588	-0.67019
-0.33687	-0.095137
-0.08675	-0.31349
-1.4389	0.37455
-0.87486	0.76008
-0.15639	-0.35558
-0.11564	0.68465
0.01897	-1.326
-0.72382	0.14391
-0.20863	-0.39012
0.27677	-2.0352
-0.2134	1.2269
1.2203	-0.3307
0.58923	0.9155
0.26234	3.2324
0.092544	1.6143
-0.71809	-1.259
-1.4346	1.0556
-0.82768	-0.88934
-0.93472	-0.24283
-0.59894	-0.35739
-0.30848	-0.64477
-1.8264	-1.3401
-0.50497	-1.446
-1.0043	-1.3633
-0.83962	-1.0971
-0.65732	0.29152
-1.3864	0.50107
-0.79431	-0.46503
0.038518	-0.98718
0.51928	1.0717
0.93741	0.31163
1.1015	-0.47594
0.76399	-0.097898
0.9813	-0.75405
-0.56663	-1.6684
0.54323	-1.6487
-0.98949	-0.61588
-0.52277	-0.66359
-1.1114	-1.0139
-1.3319	0.1008
-0.93681	-0.57396
-1.2407	0.022014
-0.48548	-1.1882
-0.32021	-0.17981
0.01322	-1.5946
-0.88437	0.57674
0.59622	-0.85484
0.41429	-0.61937
-0.56754	0.6448
1.975	-0.8452
1.4832	0.46393
0.6099	-1.1757
-0.99844	0.94543
-0.40066	-0.67812
-0.55489	-0.42465
-1.042	-1.4086
-1.9827	1.3426
-1.1497	0.46499
-1.1399	-0.59133
-1.24	0.10736
-0.77415	0.64395
-1.2749	0.52925
-0.3075	-0.68336
0.55486	-0.85709
-0.04135	0.56596
0.27468	0.089616
0.10197	-0.19153
1.4896	0.2594
1.8938	0.61625
2.0571	1.8611
0.13852	1.5975
-0.33934	0.7561
0.93443	-1.4465
-0.6104	-0.73174
0.50761	0.11635
-0.35182	-0.2702
-0.81678	0.024245
-0.028466	-1.1761
-1.2516	-0.11975
-0.49285	-0.69419
0.25667	-0.28619
-0.49235	1.6963
-0.35626	1.5023
0.87745	-1.4263
0.33755	0.28852
0.18339	2.4088
2.1357	-0.13152
1.9875	0.96137
2.1434	1.0971
1.8275	0.51427
0.9082	0.22597
-0.20772	1.2268
-0.22531	0.46249
0.51648	-1.0991
-0.60749	-0.48589
-0.54445	0.090385
-1.0126	0.58132
-0.43405	-0.59351
-0.55474	-0.099892
-1.4024	0.49127
-0.64915	-1.0464
-1.0845	0.54985
-0.52741	2.351
0.11022	0.59385
0.59098	-1.1322
-0.2343	1.485
1.1687	1.7836
0.39687	0.30696
0.23164	1.16
0.49642	-0.94411
-0.13189	1.7838
0.38914	-0.95994
-0.98931	-0.3043
-0.20878	-0.19172
-0.1398	0.35068
-0.80554	1.2491
-0.1017	0.16927
-0.13454	-0.26078
-0.79169	-0.18122
0.3544	-1.3251
-0.58541	-0.51748
0.66694	-0.46004
1.0647	-0.15391
0.86562	0.34899
0.91449	0.27806
0.58431	1.3129
0.81149	0.19672
1.0341	-0.36967
-0.3438	-0.5236
-0.57266	-1.4508
-0.55361	-0.19153
-0.29059	-0.98636
-0.65706	-0.13724
0.044421	0.011991
0.05379	-0.711
0.44183	0.17511
-2.049	0.82475
-2.5586	1.4236
-1.9822	0.43137
-3.3277	0.84043
-2.4772	0.30417
0.33462	0.059615
3.1058	-0.38554
1.6214	1.9549
0.98158	-2.7401
-1.5018	-1.3919
-2.233	0.52016
-0.62845	0.63302
1.9464	-1.2021
1.1097	0.5572
1.2702	-1.1094
-0.07903	-0.71088
0.007713	0.44452
0.281	-0.68402
2.0922	0.51408
2.3783	1.4796
2.2065	1.3995
1.9217	-0.17169
-0.25771	1.1843
-0.43375	-0.58337
1.1428	-1.0043
1.3058	0.62345
-0.67142	0.51306
0.30022	-0.11085
-0.57365	-0.68868
-1.1155	-0.17563
-0.082154	-0.2538
1.3703	-0.83553
0.23041	0.90858
-1.0912	1.9202
-0.50057	-0.62842
-0.60697	-0.10988
0.46933	-0.29179
0.42057	1.9711
1.3384	0.87851
1.0942	2.3476
1.1079	-0.51843
0.87042	0.26546
-0.52781	0.3453
0.043084	-0.68205
0.51919	-0.58552
-0.71649	0.84261
-0.72537	-0.53395
-0.24839	-2.7208
-0.042237	0.030585
-0.14909	0.22168
0.74561	1.134
0.6495	-1.5605
1.2003	-2.5145
-0.25041	-1.0429
0.53441	-1.0528
-0.17619	0.99985
0.89716	1.0724
1.2715	1.7544
0.27895	1.7179
0.89409	0.67248
-0.42089	1.0035
0.15006	-1.2399
-0.2107	-1.2348
-0.32426	-0.58204
-0.32599	0.078888
-0.23093	-0.29304
-1.3869	0.72367
-0.78609	1.1771
-0.44964	-0.37485
-0.87538	0.54332
-0.044429	-1.1986
-0.64964	0.059442
-0.3441	-0.67693
0.3527	-1.4359
-0.56326	1.0851
1.4762	-0.61228
0.72231	0.82355
0.4664	3.1021
0.10679	1.5972
-0.57962	-0.91705
-1.3875	1.0914
-0.48339	-0.88224
-0.5839	-0.29377
-0.30934	-0.82036
-0.32677	-0.72001
-1.5848	-1.2894
-0.34436	-1.4759
-0.79724	-1.4484
-0.33925	-1.2674
-0.40632	0.52781
-1.2074	0.46689
-0.84901	-0.19919
0.61739	-0.729
0.47738	1.0524
0.67402	0.36431
1.3684	-0.47025
0.96742	-0.19286
0.89926	-0.91322
-0.87933	-1.6572
0.56356	-1.6247
-0.87849	-0.6115
-0.39283	-0.5021
-0.56751	-1.2539
-1.3784	-0.096321
-0.5944	-0.48114
-1.6153	0.41833
0.0018313	-0.70376
-0.43153	0.010858
-0.21838	-1.4136
-1.0559	0.5093
0.41765	-0.85311
0.49755	-0.8535
-0.51598	0.74313
1.5281	-1.0211
1.305	0.25317
0.60859	-1.8819
-0.38567	0.9786
-0.33597	-0.93432
-0.73349	0.097994
-0.96264	-1.4646
-1.9292	0.78933
-1.1401	0.23133
-0.96308	-0.3797
-0.87873	0.040625
-1.0145	0.52285
-1.0863	0.54556
0.10329	-1.2729
0.33	-0.71372
-0.27052	0.65305
0.090253	0.046971
0.25263	-0.21675
1.3719	0.19026
1.9312	0.93498
1.2482	1.8109
0.38748	1.5258
-0.1857	0.64863
0.66467	-1.5687
-0.5428	-0.38825
0.55345	0.49198
-0.38601	-0.6769
-1.0831	-0.24236
-0.022195	-1.5623
-1.1527	-0.075119
-0.62848	-0.36791
0.20375	-0.18853
-0.53149	1.9996
-0.11789	1.168
0.92775	-0.77485
0.20467	0.88341
-0.02575	2.602
2.1759	-0.22236
1.7602	1.3442
1.814	0.92351
1.7244	0.57538
0.74011	0.15944
-0.83243	1.2264
-0.23377	0.33937
0.27757	-1.2467
-0.56266	-0.27719
-0.90487	0.082499
-1.207	0.44084
0.18124	-0.81887
-0.64274	-0.55728
-2.0149	0.21546
-1.0075	-1.3885
-0.95026	0.46181
-0.81641	2.1692
-0.15535	0.85328
0.57498	-0.80116
0.24886	1.3555
0.92974	1.9262
0.76445	0.47742
0.19647	0.5846
0.98717	-0.7897
0.095153	1.6791
0.56289	-0.97365
-1.1892	0.098503
-0.057883	-0.26702
-0.40682	0.44294
-0.20719	0.78761
-0.21182	0.4325
-0.4831	-0.38616
-0.7977	-0.035426
0.24591	-1.5856
-0.56919	-0.59985
0.71942	-0.74891
1.3923	-0.18004
1.2282	0.65473
1.3061	0.086649
0.94503	1.2034
0.73743	0.14715
1.155	-0.33871
-0.51907	-0.029538
-0.29848	-1.6175
-0.70506	-0.53062
0.11457	-0.71702
-0.60447	-0.28216
-0.31327	-0.21415
-0.34416	-0.54942
0.027679	0.26616
-1.9604	0.97513
-2.8426	1.3546
-1.989	0.34839
-3.2014	1.2539
-2.5158	0.083544
0.53239	0.23003
2.9512	-0.13648
1.4935	1.8452
0.64141	-2.2214
-1.9083	-1.4636
-2.3536	1.1199
-0.99006	0.9326
1.9763	-1.3565
0.99089	0.49081
1.0629	-1.1915
0.44903	-1.1692
-0.14104	0.44957
-0.087195	-0.46194
2.0754	0.79654
2.5536	1.4122
2.3691	1.6434
2.1014	-0.37553
0.0028005	1.1326
-0.161	-0.4875
1.2625	-1.1298
1.2063	0.56706
-0.48925	0.89181
-0.18869	0.23891
-0.5623	-1.2999
-0.70353	-0.042669
-0.53137	-0.49172
1.1729	-1.1532
-0.41875	0.99186
-0.80609	2.1461
-0.38974	-0.67141
-0.4589	0.22701
0.31746	-0.30715
0.47827	1.9879
1.7736	0.88793
1.2079	2.9518
1.1928	-0.77202
0.62884	0.33305
-0.49325	-0.029861
-0.19161	-0.42988
0.29397	-0.93443
-0.74858	0.31743
-0.38451	-0.25287
-0.38257	-2.2719
-0.089685	0.035141
-0.10787	-0.21148
0.648	1.047
0.51945	-1.8135
0.79681	-2.3694
-0.085719	-1.0577
0.73519	-0.45732
-0.10961	1.5411
1.2194	0.92729
1.4379	1.6487
0.11646	2.0414
1.023	0.51343
-0.64656	0.71308
0.21962	-1.284
-0.43372	-1.0733
-0.30058	-0.4768
-0.24179	-0.36875
-0.27055	-0.26871
-1.0865	0.46975
-1.1307	1.1699
-0.54333	-0.25564
-0.92315	0.23275
-0.13804	-1.4855
-0.64987	0.75154
-0.3553	-0.32387
0.31865	-1.75
-0.285	1.3872
1.2195	-0.47365
0.88327	0.9261
0.62904	2.8765
-0.040049	1.7512
-0.92825	-1.345
-1.0352	1.0355
-0.79221	-0.98844
-0.71216	-0.40514
-0.42469	-0.92332
-0.30664	-0.96911
-1.6282	-1.2295
-0.43567	-1.4498
-0.7332	-1.4963
-0.48285	-1.2444
-0.85578	0.53454
-1.2565	0.86216
-0.74362	-0.45794
0.32184	-1.001
0.27541	1.2847
0.83958	0.60723
1.2736	-0.11513
1.1114	-0.27268
0.92565	-0.43018
-0.83681	-1.6929
0.52768	-1.6954
-0.98961	-0.42599
-0.5781	-0.30159
-0.66417	-0.60256
-1.3336	-0.20093
-1.0312	-0.24594
-1.2522	-0.22282
0.048395	-0.97915
-0.63117	-0.2112
-0.020071	-1.6744
-0.92956	0.41877
0.42037	-0.75399
0.31098	-0.72899
-0.24474	0.46409
1.6686	-0.81068
1.774	0.42043
1.3309	-1.2314
-0.99992	1.1053
-0.52993	-0.56285
-0.70366	-0.37996
-0.77584	-1.0267
-2.0538	1.1726
-1.0003	0.085144
-1.4101	-0.79174
-0.8273	0.091217
-0.75757	0.74235
-1.2248	0.53916
-0.027556	-0.35441
0.36309	-0.75563
-0.04654	0.77672
0.045647	0.10781
0.39014	0.070302
1.4643	0.27522
2.1925	0.73583
1.7414	1.6427
-0.11605	1.7547
-0.33823	1.0308
0.57415	-1.2283
-0.4676	-0.64485
0.4116	0.10442
-0.15673	-0.54089
-0.68606	0.05609
-0.059686	-1.3109
-1.0676	-0.1784
-0.40849	-0.21124
0.40524	-0.07802
-0.55756	1.7493
-0.3869	1.2909
0.84072	-0.84884
0.23476	0.04844
-0.13421	2.1009
2.145	-0.33727
1.8546	1.2602
1.7628	0.76705
1.4659	0.93611
0.50379	0.35864
-0.080143	1.1526
-0.51321	0.32873
0.28274	-1.255
-0.95224	0.097829
-0.87126	0.066263
-0.99381	0.37944
-0.16409	-0.43447
-0.84831	-0.23365
-1.7991	0.37242
-0.37898	-0.77625
-0.90053	0.45671
-0.44581	2.3044
-0.011395	1.0696
0.41967	-0.69124
-0.55414	1.316
1.108	2.0226
0.52836	0.42923
0.54546	0.83375
0.76533	-1.0303
0.12774	1.9221
0.43819	-0.87793
-1.1404	-0.71949
-0.35515	-0.36175
-0.10832	0.18865
-0.42418	0.86903
0.22676	0.40272
-0.55213	-0.463
-0.62251	0.01402
0.028503	-1.4557
-0.72678	-0.16831
0.59783	-0.68756
0.77497	-0.64675
1.3472	0.34588
1.0211	0.10161
0.63921	1.0775
1.0479	-0.03562
0.93566	-0.37109
-0.081259	-0.032976
-0.54673	-1.2917
-0.79711	-0.41459
0.1064	-0.67777
-1.065	-0.35638
0.056972	-0.26408
-0.26872	-0.71077
0.021514	-0.062719
-2.0637	0.65684
-2.4967	1.538
-1.8082	0.33462
-3.1413	1.1493
-2.3665	0.64291
0.59478	0.19004
2.8692	-0.28073
1.3946	2.237
0.74528	-2.1462
-1.7964	-0.88142
-2.6039	0.94821
-0.69703	0.73925
1.926	-1.2454
0.83163	0.66896
1.5226	-1.2813
0.13866	-1.1166
0.29282	0.52465
0.29304	-0.43958
2.192	0.61561
2.6856	1.4115
2.2524	1.4916
2.1824	-0.24912
-0.092637	0.88109
-0.4132	-0.56956
1.0566	-1.2963
1.0752	0.72487
-0.11877	0.31233
0.31889	-0.24752
-0.28762	-1.0105
-0.60725	0.061311
0.050462	-0.72673
1.1496	-0.80283
-0.36288	0.82829
-1.3552	2.0766
-0.50623	-0.69496
-0.41465	0.053632
0.43092	-0.085775
0.036654	1.76
1.8023	0.8941
1.3487	2.6503
1.7365	-0.69969
0.58019	0.31786
-0.18399	-0.13139
-0.19223	-0.30753
0.84385	-0.91149
-0.8563	0.21803
-0.53718	-0.48864
-0.17803	-2.4687
-0.61836	-0.10868
0.13471	-0.22695
0.55814	0.94382
0.40277	-1.4947
0.96011	-2.1606
-0.045188	-1.1674
0.46361	-0.63519
-0.23309	1.4093
0.76699	1.199
1.6235	1.3477
0.53602	2.0195
1.1748	0.68254
-0.57763	0.96794
-0.03464	-1.2111
-0.2502	-1.1986
-0.019016	-0.87215
-0.33379	-0.067632
-0.0031459	-0.26667
-1.2405	0.56643
-0.63685	0.83559
-0.64178	-0.62383
-1.0033	0.74225
-0.13743	-1.3139
-0.60853	0.36949
0.21574	-0.49128
0.57806	-1.9682
-0.024296	1.0241
1.8392	-0.78059
0.85489	1.2004
0.066342	3.3326
-0.037341	1.4981
-0.56204	-0.74484
-1.2844	0.99916
-0.74207	-0.68707
-0.78164	0.051052
-0.47202	-0.55008
0.0021892	-0.82803
-1.453	-1.5382
-0.32389	-1.2733
-0.9623	-1.6898
-0.62629	-1.4019
-0.95147	0.29114
-1.5345	0.67147
-0.61148	-0.71956
0.53027	-0.93551
0.16002	1.2682
1.1214	0.30167
1.4018	-0.37505
0.94311	-0.21304
0.71561	-0.80725
-0.72249	-1.6832
0.49621	-1.5315
-1.0971	-0.38582
-0.57308	-0.3798
-1.1548	-1.2303
-1.7128	-0.065383
-0.79532	-0.67763
-1.0089	0.10541
-0.1002	-1.0708
-0.26204	-0.081161
0.1091	-1.4336
-0.8077	0.5596
0.47604	-0.60878
0.53426	-0.79153
0.060658	0.6072
1.6507	-0.54315
1.6804	0.59893
0.90797	-1.0874
-0.5014	0.70868
-0.3573	-0.80947
-0.45611	-0.30282
-1.1601	-1.3011
-1.8616	1.2286
-1.0865	0.32075
-0.90012	-0.56818
-0.91822	0.14568
-0.84803	0.24261
-0.96678	0.50537
-0.026955	-1.0162
0.13465	-0.71014
-0.15511	0.68612
0.17612	0.28181
0.31276	0.082109
1.1254	0.22984
2.3145	1.0284
1.8252	1.5683
-0.054853	1.4755
-0.38347	0.67675
0.72776	-1.5386
-0.70959	-0.49713
0.7344	-0.19282
-0.47678	-0.76659
-0.98258	-0.15914
0.13254	-1.3648
-0.88941	-0.18868
-0.5802	-0.65791
0.0039187	-0.21151
-0.68165	1.764
-0.0093286	1.4248
1.2747	-1.1828
0.54326	0.64756
-0.082598	2.1029
2.1604	-0.14387
1.5703	0.96142
1.5359	0.74485
1.4852	0.72966
0.59046	-0.21625
-0.65505	0.97886
0.10525	0.38635
0.49771	-1.5346
-0.78228	-0.25842
-0.7914	-0.12082
-0.85002	0.28274
-0.39935	-0.7297
-0.91535	-0.46979
-1.8137	0.27908
-0.68707	-0.96982
-1.0267	0.38569
-0.58254	2.4787
-0.2039	0.79271
0.52341	-1.1521
-0.36702	1.6
0.62197	1.9499
0.5123	0.48582
0.098356	0.68596
0.63507	-0.64789
-0.29789	1.7407
0.3513	-0.95977
-0.87294	-0.47897
-0.24019	-0.53664
-0.0012706	0.55064
-0.60591	0.94633
0.0049842	0.64027
-0.45565	-0.18716
-0.57529	-0.24068
0.19923	-1.5531
-0.7417	-0.56439
0.76876	-0.84489
0.98812	-0.25873
1.2948	0.22389
1.1278	0.046659
0.48064	1.1007
0.25508	-0.030432
1.3038	-0.42683
-0.035778	-0.031233
-0.20375	-1.4271
-0.75659	-0.064164
-0.22129	-1.0615
-1.2052	-0.064439
-0.66071	0.036391
0.13081	-0.8105
0.37318	0.32378
-1.9557	1.0231
-2.7836	1.1433
-2.2372	0.58793
-3.1084	1.0509
-2.2571	0.36403
0.1996	-0.12905
2.9733	-0.007403
1.6901	1.9714
0.73864	-2.2199
-1.6924	-1.3994
-2.5479	0.95726
-1.1002	0.51406
1.9927	-1.1965
0.72341	0.58809
1.1841	-1.1871
-0.17505	-0.94218
-0.12709	0.82936
0.37224	-0.22865
1.854	0.43902
2.6302	1.65
2.4667	1.3436
1.6844	-0.375
-0.41141	0.68635
-0.29101	-0.76888
1.3042	-1.1417
1.2767	0.48669
-0.53539	0.53828
0.072702	-0.29954
-0.32876	-0.94554
-1.1823	-0.067885
-0.13247	-0.64249
1.2322	-1.1892
-0.19213	0.75153
