-1.967	-0.88487	0.36779
-2.8429	-0.89457	-0.83869
-1.6577	-1.0732	-4.3133
-3.0959	-1.6093	-4.4682
-1.9241	-1.3855	-2.6977
0.20244	0.44512	1.878
2.2322	1.9168	2.7038
-0.24425	2.4916	3.852
2.2328	-1.2513	1.6332
-0.27005	-1.9184	-1.2121
-2.2493	-1.1792	-1.2631
-1.0302	-0.22296	0.35253
2.3624	0.51406	1.1044
0.24973	1.1777	3.0727
1.8202	0.058886	1.3227
0.80016	-0.68481	-0.38843
-0.38252	0.27898	-2.3552
0.316	-0.070196	-0.78873
0.97628	1.8366	-0.61887
0.71115	2.6903	0.62113
0.52884	2.6911	0.19961
1.5686	1.172	-0.82601
-0.84629	0.56399	-0.93708
0.24355	-0.65056	-0.65983
1.64	-0.044033	-0.88969
0.41584	1.395	0.0067408
-0.68988	0.050166	1.8508
0.15845	-0.06368	0.20747
0.51037	-0.95483	-1.5594
-0.65438	-0.77941	-0.69548
0.27403	-0.5967	-0.85033
1.5428	0.1921	-0.46351
-0.74784	0.43822	1.6783
-2.2578	0.65323	1.295
0.17868	-0.76387	-0.033882
-0.45664	-0.23145	-0.70651
0.48302	0.29958	-1.2771
-0.96119	1.674	-0.16699
0.52666	1.784	-0.077662
-0.94401	2.7825	-0.47991
1.4728	0.3901	-1.2054
0.29728	0.79604	-2.0284
-0.39715	-0.29269	-0.56279
0.21051	-0.32717	-0.037645
0.93357	-0.24382	-0.0044738
-0.90598	-0.35787	1.3285
-0.00509	-0.55589	-0.30441
1.5175	-1.9526	-0.39875
-0.055074	-0.16699	-0.90309
0.15475	-0.029371	-0.46169
-0.18218	1.1407	-0.29598
1.5548	-0.65686	-0.051803
2.3969	-1.1274	-0.48706
0.63956	-0.81678	-0.12309
1.0995	0.12035	-1.9025
-1.0685	0.96861	-0.059399
-0.039655	1.3033	-0.1939
-0.015197	2.0917	-0.45454
-1.1727	1.6342	0.26265
0.34909	1.1895	-1.1915
-0.85101	0.11651	0.23002
0.98695	-0.77199	-0.23049
0.4668	-1.1127	0.77356
0.3255	-0.73784	0.52197
-0.25547	-0.20775	-0.34388
-0.079172	-0.32733	-0.74684
-1.3592	-0.59147	0.52459
-1.2821	0.074118	0.1216
0.0554	-0.64256	0.52634
-1.0236	-0.1534	0.56116
0.89592	-0.97541	0.59374
-0.71127	-0.42483	0.74466
0.099084	-0.41807	0.4573
1.6496	-0.93219	-0.2263
-0.92935	0.70565	0.60201
1.3913	0.50622	-0.58529
-0.11201	1.1245	-0.15761
-1.9979	2.3199	-0.75627
-1.0389	1.0842	-0.63091
0.30768	-1.0454	0.078801
-1.5353	-0.17085	0.55115
0.20382	-1.0718	0.33918
-0.34594	-0.72815	0.22263
0.050854	-0.78374	-0.041383
0.41063	-0.67456	-0.69911
-0.29845	-2.1097	1.2142
0.85358	-1.2472	0.038417
0.47321	-1.508	1.3007
0.56603	-1.2946	1.057
-0.84343	-0.1655	0.54371
-1.3651	-0.57435	0.80863
-0.2775	-0.87402	0.3777
0.8578	-0.27865	-0.28074
-0.6587	1.1937	-0.45522
0.55864	0.81741	-0.25241
1.279	0.62247	-0.20893
0.83036	0.50453	-0.10648
1.1576	0.13887	-0.023232
0.66641	-1.5907	1.3428
1.4912	-0.77913	-0.19649
-0.15055	-1.0742	1.3603
-0.027362	-0.71027	0.6433
0.2232	-1.4322	0.59591
-1.07	-1.0472	0.45889
-0.21796	-0.83075	0.43733
-0.58917	-0.83671	0.75761
0.57081	-0.90014	0.55752
-0.34504	-0.28243	0.65117
0.91836	-1.0175	0.061622
-1.1173	-0.34295	0.14103
0.82464	-0.27417	-0.72719
0.82161	-0.22552	0.042539
-0.74512	0.29123	0.80284
1.6271	0.61771	-0.47683
0.71689	1.4262	-0.38813
1.5172	-0.37678	0.68624
-1.0983	0.1058	1.0649
0.31547	-0.83348	0.11791
-0.21673	-0.61175	0.32209
0.25181	-1.6119	1.0379
-2.1483	-0.67626	1.8625
-0.91296	-0.58614	0.61667
-0.24209	-1.2614	0.4458
-0.73398	-0.54859	1.2668
-0.88299	-0.13144	0.33123
-1.0574	-0.59686	1.3113
0.61904	-0.64454	0.19502
0.83481	-0.3035	0.18109
-0.50012	0.38229	0.39333
0.087553	0.32081	-0.21727
0.24057	0.31631	0.52965
0.86656	1.1663	0.18208
0.91485	2.0386	0.1835
-0.049135	2.3236	0.1227
-1.1679	1.1656	0.77625
-0.64333	0.27379	-0.4611
1.6321	-0.47665	-0.82075
0.022983	-0.83721	1.4286
0.33615	0.59174	0.54256
0.36723	-0.6259	1.4899
-0.53133	-0.54572	1.0313
1.1235	-0.85784	-0.44809
-0.72897	-0.91088	1.1117
-0.092821	-0.74369	1.2681
0.35417	0.16322	0.69958
-1.7713	0.85115	1.4159
-1.0281	0.71495	0.89379
1.3985	0.088019	-0.26563
-0.23602	0.4258	0.63191
-1.7244	1.5841	0.89528
1.5932	1.4205	-0.45442
0.48108	2.295	-0.048635
0.69965	1.8596	0.15937
0.60908	1.808	-0.2794
0.31729	0.47456	-0.081133
-1.0774	0.47715	-0.0042535
-0.39127	0.26686	-0.59531
1.2767	-0.53458	0.038997
-0.34418	-0.65226	0.76596
-0.59326	-0.40846	0.82201
-1.0868	-0.32537	0.58639
0.35311	-0.74277	-0.43837
-0.17055	-0.6381	-0.2869
-1.5766	-1.0404	0.75626
0.29326	-1.243	0.096466
-1.1104	-0.34157	0.042794
-2.0735	1.2144	-0.22376
-0.61277	0.52905	-0.21471
1.1056	-0.28132	-0.086581
-1.2513	0.7958	0.42241
-0.66342	2.115	-1.2652
0.14594	0.79699	-0.40543
-0.39706	0.98674	-0.61673
0.9762	0.01146	-0.81957
-1.2967	1.1917	-0.59732
0.86601	-0.35457	-0.25569
-0.46189	-0.9226	0.68665
0.0097823	-0.36003	-0.31035
-0.50352	0.22985	-0.9883
-1.0122	0.21035	-0.85762
-0.3101	0.30874	-0.6004
-0.001861	-0.53003	-0.25853
-0.46319	-0.38286	0.19503
1.1912	-0.71917	-0.5292
-0.2051	-0.5661	-0.15924
1.0268	0.081103	-1.6917
0.96324	0.63948	-1.161
0.59817	0.93882	-1.4045
0.68715	0.68759	-0.81584
-0.41347	1.3018	-0.74036
0.55083	0.61225	-0.82331
1.1744	0.48855	-1.7141
-0.23579	-0.19743	-0.48647
0.69321	-1.3251	0.32393
-0.39199	-0.70442	0.095557
0.49187	-0.72125	-0.63613
-0.54538	-0.80224	-0.30948
-0.047902	-0.23237	-1.07
0.48353	-0.60934	-0.5836
-0.056413	0.23124	-1.0125
